#GENE	HGNC ID	INHERITANCE	AGE GROUP
TOPORS	21653	AD	N/A
TOR1A	3098	AD/AR	N/A
TOR1AIP1	29456	AR	Pediatric
TOR1AIP2	24055	AR	N/A
TP53	11998	AD	Pediatric
TP53RK	16197	AR	N/A
TP63	15979	AD	N/A
TP73	12003	AR	Pediatric
TPCN2	20820	AD	N/A
TPI1	12009	AR	Pediatric
TPK1	17358	AR	Pediatric
TPM1	12010	AD	Pediatric
TPM2	12011	AD	N/A
TPM3	12012	AD	N/A
TPMT	12014	AR	Pediatric
TPO	12015	AR	Pediatric
TPP1	2073	AR	N/A
TPP2	12016	AR	Pediatric
TPRKB	24259	AR	N/A
TPRN	26894	AR	Pediatric
TPSAB1	12019	AD	N/A
TRAC	12029	AR	Pediatric
TRAF3	12033	AD	Pediatric
TRAF3IP1	17861	AR	N/A
TRAF3IP2	1343	AR	Pediatric
TRAF7	20456	AD	Pediatric
TRAIP	30764	AR	N/A
TRAK1	29947	AR	N/A
TRAP1	16264	AR	Pediatric
TRAPPC11	25751	AR	N/A
TRAPPC12	24284	AR	N/A
TRAPPC14	25604	AR	N/A
TRAPPC2	23068	XL	N/A
TRAPPC2L	30887	AR	N/A
TRAPPC4	19943	AR	N/A
TRAPPC6B	23066	AR	N/A
TRAPPC9	30832	AR	N/A
TRDN	12261	AR	Pediatric
TREH	12266	AR	N/A
TREM2	17761	AR	N/A
TREX1	12269	AD/AR	Pediatric
TRHR	12299	AR	Pediatric
TRIM2	15974	AR	N/A
TRIM32	16380	AR	N/A
TRIM36	16280	AR	N/A
TRIM37	7523	AR	Pediatric
TRIM44	19016	AD	Pediatric
TRIM71	32669	AD	N/A
TRIM8	15579	AD	Pediatric
TRIO	12303	AD	N/A
TRIOBP	17009	AR	Pediatric
TRIP11	12305	AR	N/A
TRIP12	12306	AD	N/A
TRIP13	12307	AR	Pediatric
TRIP4	12310	AR	N/A
TRIT1	20286	AR	N/A
TRMT1	25980	AR	N/A
TRMT10A	28403	AR	Pediatric
TRMT10C	26022	AR	N/A
TRMT5	23141	AR	N/A
TRMU	25481	AR	N/A
TRNH	7487	Maternal	Pediatric
TRNI	7488	Maternal	Pediatric
TRNK	7489	Maternal	Adult
TRNP	7494	Maternal	N/A
TRNQ	7495	Maternal	N/A
TRNS2	7498	Maternal	N/A
TRNT	7499	Maternal	N/A
TRNT1	17341	AR	Pediatric
TRPA1	497	AD	N/A
TRPC3	12335	AD	N/A
TRPC6	12338	AD	Pediatric
TRPM1	7146	AR	N/A
TRPM4	17993	AD	Pediatric
TRPM6	17995	AR	Pediatric
TRPS1	12340	AD	N/A
TRPV3	18084	AD	N/A
TRPV4	18083	AD	N/A
TRRAP	12347	AD	Pediatric
TSC1	12362	AD	Pediatric
TSC2	12363	AD	Pediatric
TSEN15	16791	AR	N/A
TSEN2	28422	AR	N/A
TSEN34	15506	AR	N/A
TSEN54	27561	AR	N/A
TSFM	12367	AR	N/A
TSGA10	14927	AR	N/A
TSHB	12372	AR	Pediatric
TSHR	12373	AD/AR	Pediatric
TSHZ1	10669	AD	Pediatric
TSPAN12	21641	AD/AR	N/A
TSPAN7	11854	XL	N/A
TSPEAR	1268	AR	Pediatric
TSPYL1	12382	AR	N/A
TSR2	25455	XL	Pediatric
TTBK2	19141	AD	N/A
TTC12	23700	AR	Pediatric
TTC19	26006	AR	N/A
TTC21A	30761	AR	N/A
TTC21B	25660	AR	N/A
TTC26	21882	AR	Pediatric
TTC29	29936	AR	N/A
TTC37	23639	AR	Pediatric
TTC5	19274	AR	N/A
TTC7A	19750	AR	N/A
TTC8	20087	AR	Pediatric
TTI2	26262	AR	N/A
TTLL5	19963	AR	N/A
TTN	12403	AD	Pediatric
TTPA	12404	AR	Pediatric
TTR	12405	AD	Pediatric
TUB	12406	AR	N/A
TUBA1A	20766	AD	N/A
TUBA3D	24071	AD	N/A
TUBA4A	12407	AD	N/A
TUBA8	12410	AR	N/A
TUBB	20778	AD	N/A
TUBB1	16257	AD	N/A
TUBB2A	12412	AD	N/A
TUBB2B	30829	AD	N/A
TUBB3	20772	AD/AR	N/A
TUBB4A	20774	AD	N/A
TUBB4B	20771	AD	Pediatric
TUBB6	20776	AD	N/A
TUBB8	20773	AD	N/A
TUBG1	12417	AD	N/A
TUBGCP2	18599	AR	N/A
TUBGCP4	16691	AR	N/A
TUBGCP6	18127	AR	N/A
TUFM	12420	AR	N/A
TULP1	12423	AR	N/A
TUSC3	30242	AR	N/A
TWIST1	12428	AD	N/A
TWIST2	20670	AD/AR	N/A
TWNK	1160	AR	Pediatric
TXN2	17772	AR	Pediatric
TXNL4A	30551	AR	Pediatric
TXNRD2	18155	AR	Pediatric
TYK2	12440	AR	Pediatric
TYMP	3148	AR	N/A
TYR	12442	AR	N/A
TYROBP	12449	AR	N/A
TYRP1	12450	AR	N/A
UBA1	12469	XL	Adult
UBA5	23230	AR	N/A
UBAP1	12461	AD	N/A
UBE2A	12472	XL	N/A
UBE2T	25009	AR	Pediatric
UBE3A	12496	AD	N/A
UBE3B	13478	AR	N/A
UBE4A	12499	AR	N/A
UBIAD1	30791	AD	N/A
UBQLN2	12509	XL	N/A
UBR1	16808	AR	Pediatric
UBR7	20344	AR	Pediatric
UBTF	12511	AD	N/A
UCHL1	12513	AD	Adult
UFC1	26941	AR	N/A
UFM1	20597	AR	N/A
UFSP2	25640	AD	N/A
UGDH	12525	AR	N/A
UGP2	12527	AR	N/A
UGT1A1	12530	AD/AR	Pediatric
UMOD	12559	AD	Pediatric
UMPS	12563	AR	Pediatric
UNC119	12565	AR	Pediatric
UNC13D	23147	AR	Pediatric
UNC45A	30594	AR	Pediatric
UNC45B	14304	AD	Pediatric
UNC80	26582	AR	N/A
UNC93B1	13481	AR	Pediatric
UNG	12572	AD	Pediatric
UPB1	16297	AR	N/A
UPF3B	20439	XL	N/A
UPK3A	12580	AD	N/A
UQCC2	21237	AR	N/A
UQCC3	34399	AR	N/A
UQCRB	12582	AR	N/A
UQCRC1	12585	AD	Adult
UQCRC2	12586	AR	N/A
UQCRFS1	12587	AR	Pediatric
UQCRQ	29594	AR	N/A
UROC1	26444	AR	N/A
UROD	12591	AD/AR	Pediatric
UROS	12592	AR	Pediatric
USB1	25792	AR	Pediatric
USH1C	12597	AR	Pediatric
USH1G	16356	AR	Pediatric
USH2A	12601	AR	Pediatric
USP18	12616	AR	N/A
USP27X	13486	XL	N/A
USP45	20080	AR	N/A
USP53	29255	AR	Pediatric
USP7	12630	AD	N/A
USP9X	12632	XL	N/A
USP9Y	12633	YL	N/A
UTP4	1983	AR	Pediatric
UVSSA	29304	AR	N/A
VAC14	25507	AR	N/A
VAMP1	12642	AR	Pediatric
VAMP2	12643	AD	N/A
VANGL1	15512	AD	N/A
VANGL2	15511	AD	N/A
VAPB	12649	AD	N/A
VARS1	12651	AR	N/A
VARS2	21642	AR	N/A
VAX1	12660	AR	N/A
VCAN	2464	AD	N/A
VCL	12665	AD	Adult
VCP	12666	AD	N/A
VDR	12679	AD/AR	Pediatric
VEGFC	12682	AD	N/A
VHL	12687	AD/AR	Pediatric
VIM	12692	AD	N/A
VIPAS39	20347	AR	N/A
VKORC1	23663	AD/AR	Pediatric
VLDLR	12698	AR	N/A
VMA21	22082	XL	N/A
VPS11	14583	AR	N/A
VPS13A	1908	AR	N/A
VPS13B	2183	AR	Pediatric
VPS13C	23594	AR	Adult
VPS13D	23595	AR	N/A
VPS16	14584	AD/AR	Pediatric
VPS33A	18179	AR	N/A
VPS35	13487	AD	Adult
VPS37A	24928	AR	N/A
VPS39	20593	AD	N/A
VPS41	12713	AR	N/A
VPS45	14579	AR	Pediatric
VPS4A	13488	AD	Pediatric
VPS50	25956	AR	N/A
VPS51	1172	AR	N/A
VPS53	25608	AR	N/A
VRK1	12718	AR	N/A
VSX1	12723	AD	N/A
VSX2	1975	AR	N/A
VWA1	30910	AR	N/A
VWA3B	28385	AR	N/A
VWF	12726	AD	Pediatric
WAC	17327	AD	N/A
WARS1	12729	AD	N/A
WARS2	12730	AR	N/A
WAS	12731	XL	Pediatric
WASF1	12732	AD	N/A
WASHC4	29174	AR	N/A
WASHC5	28984	AR	Pediatric
WBP11	16461	AD	Pediatric
WBP2	12738	AR	Pediatric
WDFY3	20751	AD	N/A
WDPCP	28027	AR	N/A
WDR11	13831	AD	Pediatric
WDR19	18340	AD/AR	N/A
WDR26	21208	AD	N/A
WDR35	29250	AR	N/A
WDR37	31406	AD	Pediatric
WDR4	12756	AR	Pediatric
WDR45	28912	XL	N/A
WDR45B	25072	AR	N/A
WDR62	24502	AR	N/A
WDR72	26790	AR	N/A
WDR73	25928	AR	N/A
WDR81	26600	AR	N/A
WEE2	19684	AR	N/A
WFS1	12762	AR	Pediatric
WHRN	16361	AR	Pediatric
WIPF1	12736	AR	Pediatric
WIPI2	32225	AR	N/A
WNK1	14540	AD/AR	Pediatric
WNK4	14544	AD	Pediatric
WNT1	12774	AD/AR	N/A
WNT10A	13829	AR	N/A
WNT10B	12775	AD/AR	N/A
WNT2B	12781	AR	Pediatric
WNT3	12782	AR	N/A
WNT4	12783	AD/AR	N/A
WNT5A	12784	AD	N/A
WNT7A	12786	AR	N/A
WRAP53	25522	AR	Pediatric
WRN	12791	AR	Pediatric
WT1	12796	AD	Pediatric
WWOX	12799	AR	N/A
XDH	12805	AR	Pediatric
XG	12806	BG	Pediatric
XIAP	592	XL	Pediatric
XIST	12810	XL	N/A
XK	12811	XL	Pediatric
XPA	12814	AR	Pediatric
XPC	12816	AR	Pediatric
XPNPEP2	12823	XL	Pediatric
XPNPEP3	28052	AR	N/A
XPR1	12827	AD	N/A
XRCC1	12828	AR	N/A
XRCC2	12829	AR	Pediatric
XRCC4	12831	AR	Pediatric
XYLT1	15516	AR	N/A
XYLT2	15517	AR	Pediatric
YAP1	16262	AD	Pediatric
YARS1	12840	AR	N/A
YARS2	24249	AR	Pediatric
YEATS2	25489	AD	N/A
YIF1B	30511	AR	N/A
YIPF5	24877	AR	Pediatric
YME1L1	12843	AR	N/A
YWHAG	12852	AD	N/A
YWHAZ	12855	AD	N/A
YY1	12856	AD	N/A
YY1AP1	30935	AR	Pediatric
ZAP70	12858	AR	Pediatric
ZBTB11	16740	AR	N/A
ZBTB16	12930	AR	N/A
ZBTB18	13030	AD	N/A
ZBTB20	13503	AD	N/A
ZBTB24	21143	AR	Pediatric
ZBTB42	32550	AR	N/A
ZC3H14	20509	AR	N/A
ZC4H2	24931	XL	N/A
ZCCHC8	25265	AD	Adult
ZDHHC15	20342	XL	N/A
ZDHHC9	18475	XL	N/A
ZEB1	11642	AD	N/A
ZEB2	14881	AD	N/A
ZFHX2	20152	AD	N/A
ZFP57	18791	AD	Pediatric
ZFPM2	16700	AD	Pediatric
ZFYVE26	20761	AR	N/A
ZFYVE27	26559	AD	N/A
ZIC1	12872	AD	N/A
ZIC2	12873	AD	N/A
ZIC3	12874	XL	Pediatric
ZIM2	12875	AD	N/A
ZMIZ1	16493	AD	N/A
ZMPSTE24	12877	AD/AR	N/A
ZMYM2	12989	AD	Pediatric
ZMYND10	19412	AR	Pediatric
ZMYND11	16966	AD	N/A
ZMYND15	20997	AR	N/A
ZNF141	12926	AR	N/A
ZNF142	12927	AR	N/A
ZNF148	12933	AD	Pediatric
ZNF292	18410	AD	N/A
ZNF335	15807	AR	N/A
ZNF341	15992	AR	Pediatric
ZNF407	19904	AR	N/A
ZNF408	20041	AD/AR	N/A
ZNF41	13107	XL	N/A
ZNF423	16762	AD/AR	N/A
ZNF462	21684	AD	Pediatric
ZNF469	23216	AR	Pediatric
ZNF480	23305	AD	N/A
ZNF513	26498	AR	N/A
ZNF565	26726	AD	N/A
ZNF592	28986	AR	N/A
ZNF644	29222	AD	N/A
ZNF674	17625	XL	N/A
ZNF687	29277	AD	Adult
ZNF699	24750	AR	Pediatric
ZNF711	13128	XL	N/A
ZNF750	25843	AD	N/A
ZNF81	13156	XL	N/A
ZNFX1	29271	AR	Pediatric
ZNHIT3	12309	AR	N/A
ZP1	13187	AR	N/A
ZP2	13188	AR	N/A
ZP3	13189	AD	N/A
ZPR1	13051	AR	Pediatric
ZSWIM6	29316	AD	N/A
